,spkr,dys,word
0,scale22a-107,=,i
0,scale22a-107,=,went
0,scale22a-107,=,there
0,scale25a-69,=,i
0,scale25a-69,=,cannot
0,scale25a-69,=,see
0,tap13a-257,=,oh
0,tap13a-257,=,my
0,tap13a-257,=,god
0,tap18a-375,=,its
0,tap18a-375,=,raining
0,thompson09a-25,=,mhm
0,thompson09a-25,S,yes
0,tucson01a-154,=,you
0,tucson01a-154,=,know
0,tucson01a-154,=,that
0,MMA06a-241,=,yes
0,MMA06a-241,=,i
0,MMA06a-241,=,think
0,MMA06a-241,S,so
0,whiteside17a-159,S,didnt
0,whiteside17a-159,S,physical
0,whiteside17a-159,I,<eps>
0,williamson06a-268,S,marry
0,williamson09a-53,=,three
0,williamson09a-53,=,okay
0,aprocsa1738a-245,S,okay
0,BU01a-37,=,so
0,BU01a-37,S,thatd
0,BU01a-37,S,be
0,BU01a-37,S,right
0,elman11a-383,S,uh
0,fridriksson12a-3,=,its
0,fridriksson12a-3,=,a
0,fridriksson12a-3,=,little
0,fridriksson12a-3,=,bit
0,fridriksson12a-3,=,better
0,fridriksson12a-77,=,hes
0,fridriksson12a-77,S,annette
0,fridriksson12a-77,S,he
0,fridriksson12a-77,S,said
0,kansas11a-27,=,it
0,kansas11a-27,=,is
0,kansas11a-27,S,flopping
0,kansas11a-216,=,people
0,kansas11a-216,S,why
0,kansas11a-216,S,wouldnt
0,kansas11a-260,=,i
0,kansas11a-260,S,could
0,kansas11a-260,=,get
0,kansas11a-260,=,that
0,kansas17a-72,=,soccer
0,kurland05a-51,S,firstname
0,kurland05a-51,D,are
0,kurland05a-51,=,you
0,kurland05a-51,=,alright
0,kurland12a-222,=,he
0,kurland12a-222,S,stood
0,kurland12a-222,=,up
0,kurland12a-461,=,and
0,kurland12a-461,=,she
0,kurland12a-461,=,takes
0,kurland12a-461,=,it
0,kurland12a-471,=,and
0,kurland12a-471,=,you
0,kurland12a-471,=,can
0,kurland12a-471,S,ask
0,kurland12a-520,=,oh
0,kurland12a-520,=,my
0,kurland12a-520,=,gosh
0,kurland12a-520,=,its
0,kurland12a-520,S,doing
0,kurland12a-520,S,to
0,kurland12a-520,S,me
0,kurland12b-170,=,and
0,kurland12b-170,=,he
0,kurland12b-170,S,said
0,kurland25b-63,=,that
0,kurland25b-63,=,was
0,kurland25b-63,=,tough
0,MSU03b-334,=,he
0,MSU03b-334,=,got
0,MSU03b-334,S,away
0,scale16a-125,=,ill
0,scale16a-125,=,be
0,scale16a-125,=,back
0,scale18a-169,=,he
0,scale18a-169,S,was
0,scale22a-359,=,and
0,scale22a-359,S,she
0,scale22a-359,=,tried
0,scale22a-359,=,it
0,scale25a-202,S,it
0,scale25a-202,=,became
0,scale25a-202,S,fun
0,thompson09a-59,=,well
0,thompson09a-59,D,i
0,tucson17a-7,S,no
0,whiteside04a-84,S,footbowl
0,whiteside14a-314,=,fireman
0,williamson05a-359,=,and
0,williamson05a-359,S,away
0,williamson05a-359,=,i
0,williamson05a-359,=,go
0,williamson05a-359,S,to
0,williamson05a-359,=,school
0,williamson06a-261,=,okay
0,williamson09a-3,=,well
0,williamson09a-3,=,im
0,williamson09a-3,=,better
0,williamson09b-21,=,firstnamem
0,williamson09b-21,=,was
0,williamson09b-21,S,saying
0,adler16a-17,S,me
0,adler16a-17,=,here
0,BU07a-103,=,and
0,BU07a-103,=,then
0,BU07a-103,=,go
0,BU07a-103,=,home
0,BU07a-215,=,no
0,BU07a-215,=,problem
0,elman11a-363,=,cactus
0,fridriksson07a-265,=,our
0,fridriksson07a-265,=,house
0,fridriksson07a-265,D,is
0,fridriksson12a-381,S,uhoh
0,fridriksson12a-381,I,<eps>
0,fridriksson12a-381,=,it
0,fridriksson12a-381,S,rained
0,kurland05a-59,=,i
0,kurland05a-59,=,think
0,kurland05a-59,=,you
0,kurland05a-59,=,had
0,kurland05a-59,=,a
0,kurland05a-59,=,stroke
0,kurland12b-338,S,oh
0,kurland12b-338,=,wonderful
0,kurland12b-338,S,and
0,kurland12b-338,S,cinderella
0,kurland25b-188,S,she
0,kurland25b-188,=,cant
0,kurland25b-188,S,stay
0,scale08a-97,=,but
0,scale08a-97,=,he
0,scale08a-97,S,says
0,scale08a-115,=,and
0,scale08a-115,=,he
0,scale08a-115,=,says
0,scale16a-325,=,i
0,scale16a-325,=,couldnt
0,scale16a-325,=,get
0,scale16a-325,=,up
0,scale22a-127,=,and
0,scale22a-127,=,i
0,scale22a-127,=,was
0,scale22a-127,S,out
0,scale24a-151,S,uhoh
0,tap05a-210,=,im
0,tap05a-210,S,bored
0,tap13a-99,=,oh
0,tap13a-99,=,my
0,tap13a-99,=,god
0,tap13a-134,=,no
0,tap13a-134,S,no
0,tap18a-227,=,ill
0,tap18a-227,S,ill
0,tap18a-227,S,do
0,tap18a-227,S,do
0,tap18a-227,I,<eps>
0,tap18a-227,=,it
0,thompson03a-51,=,so
0,thompson03a-51,=,i
0,thompson03a-51,=,dont
0,thompson03a-51,=,know
0,thompson03a-51,S,what
0,tucson09a-67,=,good
0,tucson09a-67,D,good
0,tucson18a-239,=,and
0,tucson18a-239,S,its
0,tucson18a-239,=,sad
0,tucson18a-309,=,thats
0,tucson18a-309,=,my
0,tucson18a-309,=,story
0,UNH05a-224,S,no
0,whiteside04a-153,S,they
0,whiteside04a-153,=,here
0,whiteside19a-318,=,okay
0,whiteside19a-318,=,look
0,whiteside19a-318,=,at
0,whiteside19a-318,=,it
0,williamson05a-1,=,okay
0,williamson05a-1,S,here
0,williamson05a-1,=,we
0,williamson05a-1,=,go
0,williamson09a-419,=,i
0,williamson09a-419,=,see
0,williamson09a-419,=,the
0,williamson09a-419,S,quick
0,adler06a-41,S,some
0,adler06a-41,S,i
0,adler06a-41,I,<eps>
0,adler06a-41,=,cant
0,elman11a-117,=,ball
0,elman11a-379,D,uh
0,elman11a-379,D,k
0,elman11a-379,D,k
0,elman11a-379,D,k
0,elman11a-379,D,k
0,elman11a-379,=,oh
0,elman11a-379,I,<eps>
0,fridriksson03a-87,=,no
0,fridriksson03a-87,S,yeah
0,fridriksson07a-65,=,so
0,fridriksson07a-65,=,i
0,fridriksson07a-65,=,told
0,fridriksson07a-65,S,him
0,fridriksson07a-75,=,look
0,fridriksson07a-75,=,in
0,fridriksson07a-75,=,your
0,fridriksson07a-75,=,night
0,fridriksson07a-75,S,bag
0,fridriksson12a-286,=,and
0,fridriksson12a-286,=,he
0,fridriksson12a-286,=,knows
0,fridriksson12a-286,S,i
0,fridriksson12a-286,D,cant
0,kansas11a-422,=,and
0,kansas11a-422,S,this
0,kansas11a-422,S,kid
0,kansas11a-422,D,said
0,kansas11a-482,=,oh
0,kansas11a-482,S,well
0,kansas11a-482,=,of
0,kansas11a-482,S,course
0,kansas13a-116,S,drill
0,kansas13a-116,D,team
0,kansas17a-19,=,i
0,kansas17a-19,=,didnt
0,kansas17a-19,S,remember
0,kurland05a-219,S,so
0,kurland05a-219,=,now
0,kurland05a-219,=,you
0,kurland05a-219,S,know
0,kurland09a-96,S,the
0,kurland09a-96,S,ladder
0,kurland12a-260,=,and
0,kurland12a-260,=,i
0,kurland12a-260,=,just
0,kurland12a-260,=,said
0,kurland12b-302,=,and
0,kurland12b-302,=,her
0,kurland12b-302,=,grandma
0,kurland12b-302,S,says
0,kurland24e-33,=,unfortunately
0,kurland26b-15,S,katie
0,kurland26b-15,S,anyways
0,MSU03b-171,=,and
0,MSU03b-171,S,and
0,MSU03b-171,=,that
0,MSU03b-171,=,was
0,MSU03b-171,=,it
0,scale06d-327,=,oh
0,scale06d-327,S,yeah
0,scale06d-403,=,so
0,scale06d-403,=,thats
0,scale06d-403,=,good
0,scale22a-153,=,and
0,scale22a-153,=,my
0,scale22a-153,=,speech
0,scale25a-176,=,and
0,scale25a-176,=,she
0,scale25a-176,=,came
0,scale25a-176,S,back
0,thompson03a-288,=,going
0,thompson03a-288,=,out
0,thompson07c-109,=,let
0,thompson07c-109,=,me
0,thompson07c-109,S,in
0,thompson09a-157,=,i
0,thompson09a-157,=,cant
0,thompson09a-157,=,say
0,thompson09a-157,=,it
0,tucson17a-36,=,yes
0,tucson18a-7,=,ill
0,tucson18a-7,=,put
0,tucson18a-7,=,it
0,tucson18a-7,=,that
0,tucson18a-7,=,way
0,tucson18a-151,=,nothing
0,tucson18a-151,=,like
0,tucson18a-151,=,that
0,MMA06a-106,=,and
0,MMA06a-106,=,now
0,MMA06a-106,=,its
0,MMA06a-106,=,here
0,whiteside04a-27,=,talk
0,whiteside04a-27,S,to
0,williamson09b-111,=,so
0,williamson09b-111,=,i
0,williamson09b-111,=,did
0,adler06a-57,=,i
0,adler06a-57,=,was
0,adler06a-57,S,uh
0,BU01a-431,=,its
0,BU01a-431,=,absolutely
0,BU01a-431,S,true
0,BU07a-352,=,wait
0,BU07a-352,=,a
0,BU07a-352,S,minute
0,elman04a-31,=,but
0,elman04a-31,S,im
0,elman04a-31,=,like
0,fridriksson12a-241,=,two
0,fridriksson12a-241,=,times
0,fridriksson12a-241,S,of
0,fridriksson12a-241,S,this
0,fridriksson12a-393,=,i
0,fridriksson12a-393,=,told
0,fridriksson12a-393,=,you
0,fridriksson12a-393,S,not
0,kansas14a-379,S,they
0,kansas14a-379,=,cant
0,kansas14a-379,=,get
0,kansas14a-379,=,the
0,kansas14a-379,S,fuzz
0,kansas15a-65,S,it
0,kansas15a-65,=,saved
0,kansas15a-65,=,my
0,kansas15a-65,=,life
0,kansas15a-247,=,of
0,kansas15a-247,S,course
0,kurland12a-9,=,what
0,kurland12a-9,=,im
0,kurland12a-9,=,feeling
0,kurland21a-48,S,brain
0,kurland21a-48,S,tumor
0,scale12b-239,=,there
0,scale12b-239,=,they
0,scale12b-239,=,are
0,scale16a-327,=,i
0,scale16a-327,=,couldnt
0,scale16a-327,=,get
0,scale16a-327,=,up
0,scale16a-685,=,i
0,scale16a-685,=,cut
0,scale16a-685,=,it
0,scale16a-685,S,out
0,scale19a-92,S,oh
0,scale19a-92,=,boy
0,scale19a-230,=,its
0,scale19a-230,S,awful
0,scale24a-101,=,im
0,scale24a-101,=,gonna
0,scale24a-101,=,go
0,tap13a-170,=,i
0,tap13a-170,=,dont
0,tap13a-170,S,know
0,tap13a-214,=,its
0,tap13a-214,=,good
0,tap13a-317,=,what
0,tap13a-317,S,again
0,tap13a-317,=,please
0,tap13a-331,=,this
0,tap13a-331,=,right
0,tap13a-331,=,here
0,tcu01a-203,D,tcu
0,thompson09a-143,S,chicago
0,tucson03a-102,=,uh
0,tucson03a-102,=,its
0,tucson03a-102,=,hard
0,tucson03a-102,=,for
0,tucson03a-102,=,me
0,tucson03a-102,=,to
0,tucson03a-102,S,say
0,tucson03a-236,=,okay
0,tucson03a-236,=,thank
0,tucson03a-236,=,you
0,tucson09a-3,S,yeah
0,tucson09a-113,=,raining
0,tucson18a-139,=,because
0,tucson18a-139,=,they
0,tucson18a-139,=,were
0,tucson18a-139,=,nice
0,whiteside17a-297,=,i
0,whiteside17a-297,=,do
0,whiteside17a-297,=,a
0,whiteside17a-297,=,lot
0,whiteside17a-297,=,of
0,whiteside17a-297,=,reading
0,williamson09b-105,=,youre
0,williamson09b-105,S,a
0,williamson09b-105,S,woman
0,adler12a-131,=,i
0,adler12a-131,=,love
0,adler12a-131,=,him
0,BU01a-285,=,lets
0,BU01a-285,=,see
0,BU01a-285,=,if
0,BU01a-285,=,you
0,BU01a-285,=,can
0,BU01a-285,=,drive
0,BU01a-659,=,this
0,BU01a-659,=,is
0,BU01a-659,S,ridiculous
0,elman04a-315,=,and
0,elman04a-315,=,you
0,elman04a-315,=,have
0,elman04a-315,=,a
0,elman04a-315,S,sandwich
0,elman11a-36,=,im
0,elman11a-36,=,sorry
0,kansas15a-249,=,look
0,kansas15a-249,=,at
0,kansas15a-249,=,it
0,kansas15a-249,S,first
0,kurland02c-115,S,in
0,kurland02c-115,S,uh
0,kurland05a-229,=,he
0,kurland05a-229,=,kicks
0,kurland05a-229,=,the
0,kurland05a-229,=,ball
0,kurland09a-90,S,the
0,kurland09a-90,S,mother
0,kurland12a-252,=,the
0,kurland12a-252,=,guys
0,kurland12a-252,S,werent
0,kurland12a-485,=,and
0,kurland12a-485,=,the
0,kurland12a-485,=,fairy
0,kurland12a-485,=,says
0,kurland12a-617,S,im
0,kurland12a-617,S,gonna
0,kurland12a-617,=,take
0,kurland12a-617,=,it
0,kurland12b-1,=,yes
0,kurland12b-1,=,you
0,kurland12b-1,S,did
0,kurland18d-41,S,stroke
0,kurland18d-41,S,a
0,kurland18d-41,D,sound
0,kurland21e-45,S,okay
0,kurland25b-129,=,and
0,kurland25b-129,=,there
0,kurland25b-129,=,it
0,kurland25b-129,S,was
0,scale16a-71,=,its
0,scale16a-71,=,just
0,scale16a-71,=,uh
0,scale16a-71,S,um
0,scale16a-337,=,she
0,scale16a-337,=,pulled
0,scale16a-337,=,me
0,scale16a-337,=,up
0,scale19a-70,=,uh
0,scale19a-70,=,yes
0,tap11a-141,=,come
0,tap11a-141,S,on
0,tcu01a-53,=,whats
0,tcu01a-53,=,going
0,tcu01a-53,=,on
0,tcu01a-580,=,i
0,tcu01a-580,=,wanna
0,tcu01a-580,S,marry
0,tcu01a-580,=,you
0,MMA06a-13,=,yes
0,MMA06a-13,=,i
0,MMA06a-13,=,have
0,UNH05a-178,S,duck
0,UNH05a-364,S,no
0,whiteside17a-404,=,hes
0,whiteside17a-404,=,married
0,williamson05a-37,=,im
0,williamson05a-37,=,a
0,williamson05a-37,S,mechanic
0,williamson09a-147,=,they
0,williamson09a-147,=,can
0,williamson09a-147,=,see
0,williamson09a-147,=,me
0,williamson09a-487,=,and
0,williamson09a-487,=,then
0,williamson09a-487,S,knife
0,williamson09b-41,=,but
0,williamson09b-41,=,its
0,williamson09b-41,=,okay
0,williamson09b-41,=,now
0,williamson09b-355,=,so
0,williamson09b-355,=,hes
0,williamson09b-355,=,running
0,BU01a-39,=,yeah
0,BU01a-39,=,so
0,BU01a-39,=,thats
0,BU01a-39,=,right
0,BU01a-820,=,so
0,BU01a-820,S,wheat
0,BU07a-195,=,well
0,BU07a-195,=,anyway
0,cmu03a-134,D,its
0,cmu03a-134,=,a
0,cmu03a-134,=,long
0,cmu03a-134,S,story
0,elman04a-168,=,thats
0,elman04a-168,=,my
0,elman04a-168,=,favorite
0,fridriksson03a-247,=,yeah
0,fridriksson03a-247,=,so
0,kansas14a-557,=,but
0,kansas14a-557,=,whatever
0,kansas14a-557,S,it
0,kansas14a-557,=,is
0,kansas15a-233,=,both
0,kansas15a-233,=,of
0,kansas15a-233,=,them
0,kansas15a-233,=,together
0,kansas17a-33,=,thats
0,kansas17a-33,S,all
0,kansas17a-33,I,<eps>
0,kansas17a-33,=,i
0,kansas17a-33,=,know
0,kurland25b-55,=,that
0,kurland25b-55,=,was
0,kurland25b-55,=,pretty
0,kurland25b-55,=,much
0,kurland25b-55,S,it
0,kurland26b-63,=,and
0,kurland26b-63,=,then
0,kurland26b-63,=,the
0,kurland26b-63,=,mother
0,kurland26b-63,S,is
0,MSU03b-340,=,and
0,MSU03b-340,=,he
0,MSU03b-340,=,couldnt
0,MSU03b-340,=,get
0,MSU03b-340,S,that
0,MSU08b-32,=,i
0,MSU08b-32,=,cant
0,MSU08b-32,=,say
0,MSU08b-32,=,it
0,scale08a-85,=,and
0,scale08a-85,=,then
0,scale08a-85,=,he
0,scale08a-85,S,said
0,scale12d-166,=,oh
0,scale12d-166,=,no
0,scale12d-180,=,it
0,scale12d-180,S,rained
0,scale19a-140,S,i
0,scale19a-140,=,know
0,scale19a-140,S,but
0,scale22a-361,=,and
0,scale22a-361,=,it
0,scale22a-361,=,fit
0,scale22a-361,S,her
0,scale24a-143,=,okay
0,scale24a-143,=,were
0,scale24a-143,=,ready
0,tap18a-1,S,fantastic
0,tap18a-208,S,i
0,tap18a-208,D,in
0,tap18a-208,=,my
0,tap18a-208,=,mind
0,thompson03a-62,=,well
0,thompson03a-62,S,um
0,thompson03a-62,=,i
0,thompson03a-62,S,dunno
0,tucson01a-150,=,he
0,tucson01a-150,S,came
0,MMA06a-66,=,thank
0,MMA06a-66,=,you
0,williamson05a-53,S,had
0,williamson05a-53,S,dinner
0,williamson05a-53,D,with
0,williamson05a-53,=,the
0,williamson05a-53,=,wife
0,williamson05a-137,S,another
0,williamson05a-137,S,customer
0,williamson05a-137,I,<eps>
0,williamson05a-137,=,came
0,williamson05a-137,S,in
0,williamson05a-382,=,just
0,williamson05a-382,=,a
0,williamson05a-382,=,little
0,williamson05a-382,=,bit
0,williamson06a-125,=,two
0,williamson06a-125,=,children
0,ACWT02a-278,S,beeper
0,adler06a-25,=,i
0,adler06a-25,=,couldnt
0,adler06a-25,=,talk
0,BU01a-269,=,he
0,BU01a-269,=,said
0,BU01a-617,=,probably
0,BU01a-617,=,it
0,BU01a-617,=,could
0,BU01a-617,S,be
0,BU07a-370,=,and
0,BU07a-370,=,then
0,BU07a-370,S,eat
0,elman04a-138,=,and
0,elman04a-138,=,he
0,elman04a-138,=,gets
0,elman04a-138,=,wet
0,elman04a-268,=,i
0,elman04a-268,S,i
0,elman04a-268,=,remember
0,fridriksson12a-201,=,and
0,fridriksson12a-201,=,i
0,fridriksson12a-201,=,go
0,fridriksson12a-201,S,sleep
0,fridriksson12a-201,D,again
0,kansas14a-181,=,and
0,kansas14a-181,=,this
0,kansas14a-181,=,is
0,kansas14a-181,=,the
0,kansas14a-181,=,child
0,kansas14a-239,=,but
0,kansas14a-239,=,anyway
0,kansas14a-239,=,thats
0,kansas14a-239,=,what
0,kansas14a-239,=,hes
0,kansas14a-239,S,doing
0,kansas14a-353,=,its
0,kansas14a-353,=,not
0,kansas14a-353,=,the
0,kansas14a-353,=,same
0,kansas14a-353,=,but
0,kansas14a-353,S,yeah
0,kurland09a-85,S,mother
0,kurland12a-262,=,no
0,kurland12a-262,=,thank
0,kurland12a-262,=,you
0,kurland12b-192,=,and
0,kurland12b-192,=,the
0,kurland12b-192,=,dog
0,kurland12b-244,=,her
0,kurland12b-244,=,parents
0,kurland12b-244,S,drop
0,kurland12b-244,=,her
0,kurland12b-244,S,off
0,kurland24e-121,=,she
0,kurland24e-121,=,cant
0,kurland24e-121,=,go
0,MSU03b-137,=,i
0,MSU03b-137,=,was
0,MSU03b-137,=,never
0,scale08a-27,S,uh
0,scale08a-27,=,no
0,scale08a-27,S,im
0,scale08a-27,=,sorry
0,tap13a-15,=,oh
0,tap13a-15,=,yes
0,thompson03a-102,=,i
0,thompson03a-102,=,think
0,thompson03a-102,=,so
0,MMA17a-151,=,the
0,MMA17a-151,S,minor
0,MMA17a-151,S,stuff
0,MMA19a-48,=,im
0,MMA19a-48,S,sorry
0,MMA19a-48,D,baby
0,whiteside19a-384,=,how
0,whiteside19a-384,=,did
0,whiteside19a-384,=,she
0,whiteside19a-384,=,get
0,whiteside19a-384,=,here
0,williamson06a-69,=,that
0,williamson06a-69,=,was
0,williamson06a-69,=,the
0,williamson06a-69,S,thing
0,williamson09b-195,=,but
0,williamson09b-195,=,he
0,williamson09b-195,=,says
0,elman08a-160,=,and
0,elman08a-160,S,he
0,elman11a-52,=,no
0,elman11a-52,=,no
0,elman11a-52,S,no
0,fridriksson03a-93,S,hm
0,fridriksson07a-129,=,are
0,fridriksson07a-129,=,you
0,fridriksson07a-129,=,okay
0,fridriksson07a-153,=,i
0,fridriksson07a-153,=,cant
0,fridriksson07a-153,=,talk
0,fridriksson12a-11,S,is
0,fridriksson12a-11,=,i
0,fridriksson12a-11,=,cant
0,fridriksson12a-11,=,do
0,fridriksson12a-11,=,it
0,fridriksson12a-11,S,i
0,fridriksson12a-11,=,say
0,kansas14a-63,S,how
0,kansas14a-63,D,happy
0,kansas15a-37,=,and
0,kansas15a-37,=,i
0,kansas15a-37,=,sat
0,kansas15a-37,=,down
0,kurland24b-5,=,i
0,kurland24b-5,=,couldnt
0,kurland24b-5,=,go
0,kurland24b-5,=,anywhere
0,MSU03b-121,=,what
0,MSU03b-121,=,did
0,MSU03b-121,D,i
0,scale16a-431,=,no
0,scale16a-431,=,you
0,scale16a-431,S,cant
0,scale16a-695,=,so
0,scale16a-695,=,i
0,scale16a-695,S,shook
0,scale16a-695,D,it
0,scale19a-78,S,i
0,scale19a-78,D,took
0,scale19a-78,=,an
0,scale24a-37,=,the
0,scale24a-37,=,first
0,scale24a-37,=,time
0,scale24a-141,=,so
0,scale24a-141,S,so
0,scale24a-141,S,hes
0,scale24a-141,=,looking
0,tcu01a-197,=,i
0,tcu01a-197,=,mean
0,tcu01a-197,=,somebody
0,tcu01a-323,=,he
0,tcu01a-323,=,is
0,tcu01a-323,=,in
0,tcu01a-323,=,the
0,tcu01a-323,=,house
0,tucson03a-120,=,so
0,tucson03a-120,=,i
0,tucson03a-120,=,did
0,tucson03a-120,=,that
0,tucson18a-77,=,and
0,tucson18a-77,=,then
0,tucson18a-77,=,i
0,tucson18a-77,=,just
0,tucson18a-77,=,was
0,tucson18a-77,=,like
0,tucson18a-157,=,no
0,tucson18a-157,=,it
0,tucson18a-157,=,cant
0,tucson18a-157,S,be
0,MMA17a-288,S,swimming
0,MMA17a-288,S,pool
0,MMA20a-54,=,and
0,MMA20a-54,S,i
0,MMA20a-54,S,um
0,MMA20a-54,S,um
0,MMA20a-54,S,uh
0,MMA20a-54,S,got
0,MMA20a-54,S,sa
0,MMA20a-54,S,uh
0,MMA20a-54,S,got
0,MMA20a-54,D,saved
0,MMA20a-105,S,but
0,MMA20a-105,=,the
0,MMA20a-105,=,the
0,MMA20a-105,S,bird
0,MMA20a-105,S,i
0,MMA20a-105,S,dont
0,MMA20a-105,S,know
0,UNH05a-159,=,they
0,UNH05a-159,=,tried
0,UNH05a-159,S,it
0,BU07a-354,=,wait
0,BU07a-354,=,a
0,BU07a-354,S,minute
0,elman11a-351,=,toothbrush
0,fridriksson03a-45,=,this
0,fridriksson03a-45,=,is
0,fridriksson03a-45,S,um
0,fridriksson07a-221,=,yeah
0,fridriksson07a-221,S,yeah
0,fridriksson12a-128,=,and
0,fridriksson12a-128,=,its
0,fridriksson12a-128,=,the
0,fridriksson12a-128,S,go
0,fridriksson12a-128,D,to
0,fridriksson12a-128,=,the
0,fridriksson12a-128,S,hospital
0,kansas11a-11,S,really
0,kansas11a-11,S,really
0,kansas11a-11,=,talk
0,kansas11a-49,S,isnt
0,kansas11a-49,I,<eps>
0,kansas11a-49,=,this
0,kansas11a-49,S,silly
0,kansas14a-421,=,and
0,kansas14a-421,=,they
0,kansas14a-421,=,had
0,kansas14a-421,=,a
0,kansas14a-421,S,good
0,kansas14a-421,D,time
0,kurland05a-189,=,dont
0,kurland05a-189,S,ask
0,kurland05a-189,=,me
0,kurland05a-189,=,why
0,kurland05a-265,=,and
0,kurland05a-265,=,the
0,kurland05a-265,=,mother
0,kurland05a-265,S,says
0,kurland12a-292,S,she
0,kurland12a-292,=,gave
0,kurland12a-292,=,me
0,kurland12a-292,S,umbrella
0,kurland25b-11,=,and
0,kurland25b-11,S,firstnamep
0,kurland25b-11,=,was
0,kurland25b-11,=,there
0,scale06d-492,=,a
0,scale06d-492,=,triangle
0,scale16a-85,=,i
0,scale16a-85,S,fell
0,scale16a-85,=,on
0,scale16a-85,=,the
0,scale16a-85,=,floor
0,scale18a-93,S,he
0,scale18a-93,S,found
0,scale18a-93,D,them
0,scale19a-35,S,uh
0,scale19a-35,S,i
0,scale19a-35,S,know
0,tap13a-333,=,this
0,tap13a-333,=,right
0,tap13a-333,=,here
0,tcu01a-289,=,you
0,tcu01a-289,=,better
0,tcu01a-289,=,not
0,thompson03a-104,=,i
0,thompson03a-104,=,dont
0,thompson03a-104,=,know
0,thompson03a-104,S,uh
0,tucson03a-166,=,and
0,tucson03a-166,=,he
0,tucson03a-166,=,was
0,tucson03a-166,S,pitting
0,tucson03a-166,S,it
