,spkr,dys,word
0,wright206a-451,=,no
0,adler04a-39,=,no
0,adler13a-15,=,i
0,adler13a-15,S,dont
0,adler13a-15,D,know
0,adler13a-97,=,yes
0,adler13a-363,=,no
0,adler17a-513,=,okay
0,adler23a-331,=,there
0,adler23a-331,=,it
0,adler23a-331,=,is
0,adler23a-343,S,there
0,adler23a-343,D,he
0,adler23a-343,D,is
0,adler23a-429,=,oh
0,adler23a-429,S,yeah
0,aprocsa1833a-198,S,do
0,aprocsa1833a-198,S,what
0,cmu02a-43,S,head
0,cmu02a-43,D,ache
0,cmu02a-47,S,yeah
0,cmu02a-413,S,good
0,cmu02a-413,S,good
0,elman05a-259,S,i
0,elman05a-259,S,dont
0,elman05a-259,D,know
0,elman05a-259,D,what
0,fridriksson01a-380,S,and
0,fridriksson01a-380,S,she
0,fridriksson01a-380,D,said
0,fridriksson01a-380,D,um
0,fridriksson01a-392,S,and
0,fridriksson01a-392,S,she
0,fridriksson01a-392,D,said
0,fridriksson10b-97,S,ball
0,kansas20a-107,S,but
0,kansas20a-107,S,anyway
0,kurland01f-17,S,she
0,kurland01f-17,D,stopped
0,kurland01f-222,S,they
0,kurland01f-222,D,were
0,kurland01f-222,D,dancing
0,kurland01f-634,S,you
0,kurland01f-634,S,know
0,kurland01f-634,D,he
0,kurland01f-634,D,help
0,kurland01f-634,D,me
0,kurland03a-1,=,terrible
0,kurland12a-3,S,tell
0,kurland12a-3,S,you
0,kurland12a-3,D,how
0,kurland12a-300,S,we
0,kurland12a-629,S,well
0,kurland12a-629,D,i
0,kurland12a-629,D,said
0,kurland18a-25,S,yeah
0,kurland18a-25,S,it
0,kurland18a-25,S,did
0,kurland18c-15,S,about
0,kurland18c-15,S,the
0,kurland28d-45,S,youre
0,kurland28d-45,=,not
0,kurland28d-45,S,and
0,kurland28d-45,D,stuff
0,MSU07b-119,=,you
0,MSU07b-119,=,know
0,MSU07b-189,S,mhm
0,MSU07b-201,S,oh
0,MSU07b-201,D,fuck
0,scale09a-191,D,oh
0,scale09a-191,=,okay
0,scale12d-158,S,im
0,scale12d-158,D,gonna
0,scale15a-84,S,oh
0,scale23a-233,S,okay
0,scale23a-363,S,okay
0,scale28a-1,S,okay
0,scale28a-95,=,i
0,scale28a-95,=,dont
0,scale28a-95,=,know
0,scale28a-127,=,okay
0,scale28a-141,=,okay
0,scale28a-175,S,plate
0,scale38a-210,S,yeah
0,scale38a-210,D,yeah
0,tcu03a-67,S,dublin
0,tucson07a-22,=,thats
0,tucson07a-22,=,all
0,tucson12a-281,S,ahhah
0,MMA05a-164,=,im
0,MMA05a-164,=,sorry
0,UNH01c-207,S,its
0,UNH01c-207,=,science
0,UNH10a-217,S,and
0,UNH10a-217,D,uh
0,whiteside04a-117,S,cool
0,williamson05a-175,S,i
0,williamson05a-175,S,feel
0,williamson05a-175,D,weird
0,williamson05a-201,S,didnt
0,williamson05a-201,S,say
0,williamson05a-201,D,a
0,williamson05a-201,=,word
0,williamson06a-13,=,nothing
0,williamson06a-320,=,lovely
0,williamson09a-91,=,you
0,williamson09a-91,=,know
0,williamson09b-115,D,oh
0,williamson09b-115,=,okay
0,williamson09b-153,S,oh
0,williamson09b-153,=,no
0,wright206a-394,=,done
0,adler08a-233,S,wait
0,adler08a-233,D,a
0,adler08a-233,D,second
0,adler13a-230,S,bye
0,adler13a-591,=,um
0,adler13a-795,S,pen
0,adler23a-387,S,theyre
0,adler23a-387,S,really
0,aprocsa1833a-132,=,so
0,BU08a-257,S,sorry
0,BU08a-301,=,pretty
0,BU08a-301,S,much
0,BU08a-306,=,okay
0,elman05a-243,=,barking
0,fridriksson01a-45,=,you
0,fridriksson01a-45,=,know
0,fridriksson01a-121,S,so
0,fridriksson01a-121,D,i
0,fridriksson01a-121,D,said
0,fridriksson01a-131,S,she
0,fridriksson01a-131,S,said
0,fridriksson01a-131,D,um
0,fridriksson10b-134,=,cat
0,kurland01f-75,=,okay
0,kurland02c-17,=,yeah
0,kurland02c-45,=,yeah
0,kurland02c-158,=,yeah
0,kurland02c-187,S,i
0,kurland02c-187,S,cant
0,kurland02c-187,D,say
0,kurland13d-79,S,three
0,kurland13d-79,D,one
0,kurland18a-189,S,uh
0,kurland18a-189,S,fox
0,kurland18a-189,D,um
0,kurland18c-184,S,they
0,kurland18c-184,S,played
0,kurland22b-29,S,uh
0,kurland22b-29,D,two
0,kurland22b-29,D,balls
0,MSU03b-363,=,okay
0,scale07a-198,=,yes
0,scale09a-269,S,nothing
0,tap09a-239,S,oh
0,tap10a-61,D,no
0,tap10a-61,=,i
0,tap10a-61,S,gotta
0,tap10a-61,=,work
0,tcu03a-168,S,heeling
0,tucson12a-57,S,like
0,tucson12a-57,S,right
0,tucson12a-57,D,here
0,tucson20a-81,S,um
0,tucson20a-227,S,i
0,tucson20a-227,S,know
0,tucson20a-227,D,what
0,tucson20a-227,=,it
0,tucson20a-227,D,is
0,MMA17a-282,S,but
0,MMA17a-282,D,i
0,MMA17a-282,D,cant
0,MMA17a-282,D,cant
0,UNH04b-47,S,really
0,UNH04b-129,S,yes
0,UNH10a-206,S,dress
0,whiteside14a-35,=,had
0,whiteside14a-35,S,my
0,whiteside14a-79,=,and
0,whiteside14a-79,=,then
0,williamson05a-339,S,im
0,williamson05a-339,S,gonna
0,williamson05a-339,D,be
0,williamson05a-339,D,alright
0,williamson05a-499,S,cut
0,williamson05a-499,S,it
0,williamson05a-499,D,in
0,williamson05a-499,D,half
0,williamson09a-457,=,yes
0,williamson19a-183,S,okay
0,wozniak01a-75,S,so
0,wozniak01a-75,S,she
0,wozniak01a-75,D,said
0,wozniak01a-153,S,firstnamess
0,wozniak01a-153,=,here
0,wright206a-469,=,sorry
0,wright206a-469,D,i
0,wright206a-469,D,it
0,ACWT02a-258,S,house
0,adler04a-172,S,ugh
0,adler13a-678,S,comb
0,adler17a-339,=,i
0,adler17a-339,=,go
0,adler17a-339,S,there
0,adler17a-461,S,practical
0,adler17a-461,D,nurse
0,adler23a-245,=,okay
0,adler23a-245,S,youll
0,adler23a-245,S,see
0,aprocsa1833a-70,=,just
0,BU07a-257,S,golly
0,BU07a-342,S,close
0,BU07a-342,D,them
0,cmu02a-83,=,car
0,cmu02a-98,=,well
0,cmu02a-124,S,firstnamej
0,cmu02a-143,=,ball
0,cmu02a-202,=,yeah
0,elman01a-231,=,not
0,elman01a-231,=,a
0,elman01a-231,=,woman
0,fridriksson10b-86,S,dont
0,fridriksson10b-86,S,know
0,kansas06a-49,S,yup
0,kurland01f-340,S,nobody
0,kurland01f-340,D,there
0,kurland01f-384,S,and
0,kurland01f-384,=,she
0,kurland01f-384,S,said
0,kurland02c-51,S,oh
0,kurland02c-51,D,yeah
0,kurland21a-46,=,yes
0,kurland21a-115,D,the
0,kurland21a-115,D,story
0,kurland21a-115,D,of
0,kurland21a-115,=,cinderella
0,kurland21e-11,=,yes
0,kurland23b-482,S,i
0,kurland23b-482,S,couldnt
0,kurland23b-482,D,say
0,kurland23b-482,D,it
0,kurland23b-482,D,right
0,kurland23e-51,S,i
0,kurland23e-51,D,was
0,kurland23e-51,D,holding
0,kurland23e-51,D,on
0,kurland23e-51,D,to
0,kurland23e-51,D,the
0,kurland23e-51,D,wheel
0,kurland27c-178,S,the
0,kurland27c-178,D,i
0,MSU03b-63,S,he
0,MSU03b-63,S,knew
0,MSU08b-172,=,i
0,MSU08b-172,S,cant
0,MSU08b-172,D,go
0,scale09a-199,S,uh
0,scale09a-199,D,nope
0,scale12c-195,S,oh
0,scale12d-56,S,lets
0,scale12d-56,=,see
0,scale17a-121,D,oh
0,scale17a-121,D,oh
0,scale17a-121,=,okay
0,scale17a-149,D,uh
0,scale17a-149,D,uh
0,scale17a-149,=,i
0,scale17a-149,=,cant
0,tap09a-149,S,never
0,tap09a-149,S,mind
0,tap14a-98,S,seventy
0,tap14a-127,=,thirteen
0,tucson20a-83,=,im
0,tucson20a-83,=,sorry
0,MMA05a-11,=,speaking
0,UNH01a-23,S,i
0,UNH01a-23,D,do
0,UNH04b-55,=,no
0,UNH10a-251,=,and
0,whiteside14a-519,S,wait
0,whiteside14a-519,=,a
0,whiteside14a-519,S,minute
0,whiteside19a-278,=,ladders
0,williamson05a-407,S,cant
0,williamson05a-407,S,talk
0,williamson06a-37,=,and
0,williamson06a-37,=,he
0,williamson06a-37,=,said
0,williamson06a-340,S,yeah
0,williamson09b-47,S,uh
0,williamson09b-47,S,say
0,williamson09b-47,D,it
0,williamson09b-47,D,again
0,williamson09b-109,=,dont
0,williamson09b-109,=,do
0,williamson09b-109,S,that
0,williamson19a-162,=,yes
0,williamson19a-240,S,byebye
0,wozniak06a-255,S,yeah
0,ACWT02a-313,S,duck
0,adler13a-198,=,ball
0,adler13a-613,S,uh
0,adler13a-613,D,you
0,adler23a-379,=,but
0,adler23a-379,=,thank
0,adler23a-379,=,you
0,aprocsa1833a-164,S,something
0,aprocsa1833a-164,S,like
0,aprocsa1833a-164,D,that
0,cmu02a-306,S,dog
0,elman01a-81,S,go
0,elman01a-81,D,there
0,fridriksson10b-32,S,yeah
0,fridriksson10b-32,D,yep
0,fridriksson10b-74,S,plane
0,fridriksson10b-113,=,mom
0,fridriksson10b-117,D,tee
0,fridriksson10b-117,=,you
0,fridriksson10b-117,S,later
0,fridriksson10b-124,S,umbrella
0,kansas20a-145,=,he
0,kansas20a-145,=,hit
0,kurland01f-871,S,im
0,kurland01f-871,D,okay
0,kurland02a-140,=,no
0,kurland13d-56,=,okay
0,kurland21a-24,=,okay
0,kurland23b-380,S,and
0,kurland23b-380,D,its
0,kurland23b-380,D,like
0,kurland23b-576,S,i
0,kurland23b-576,S,cant
0,kurland23b-576,D,say
0,kurland23b-576,D,it
0,kurland23b-576,D,right
0,MSU03b-264,S,and
0,MSU03b-264,D,they
0,MSU03b-264,D,got
0,MSU03b-264,=,the
0,MSU03b-264,=,tree
0,scale07a-42,D,uh
0,scale07a-42,=,yes
0,scale07a-42,D,thank
0,scale07a-42,D,you
0,scale07a-155,=,um
0,scale07a-373,S,i
0,scale07a-373,D,dont
0,scale07a-373,D,know
0,scale07a-375,=,no
0,scale07a-377,S,yes
0,scale09a-14,S,bad
0,scale09a-127,=,no
0,scale09a-127,=,no
0,scale09a-209,=,oh
0,scale09a-263,=,hard
0,scale12d-210,=,okay
0,scale17a-159,=,no
0,scale23a-365,=,how
0,scale23a-365,=,do
0,scale23a-365,=,i
0,scale23a-365,=,make
0,scale23a-365,D,it
0,scale28a-137,S,okay
0,scale38a-109,=,okay
0,tap10a-13,=,and
0,tap10a-13,S,you
0,tap10a-13,=,may
0,tap10a-13,=,say
0,tap14a-45,=,better
0,tap14a-151,S,firstnamek
0,tucson16a-149,S,yeah
0,tucson16a-149,D,right
0,tucson20a-422,S,all
0,tucson20a-422,D,of
0,tucson20a-422,D,that
0,MMA05a-61,S,oh
0,MMA05a-61,S,shoot
0,MMA05a-242,S,how
0,MMA05a-242,D,you
0,MMA05a-242,=,make
0,MMA05a-242,S,them
0,MMA19a-98,S,mhm
0,UNH04b-53,=,no
0,williamson06a-25,=,sure
0,wozniak06a-335,=,i
0,wozniak06a-335,=,dont
0,wozniak06a-335,=,know
0,wright206a-507,=,around
0,ACWT07a-41,=,i
0,ACWT07a-41,=,dont
0,ACWT07a-41,=,know
0,adler13a-452,=,i
0,adler13a-452,=,know
0,adler13a-609,=,i
0,adler13a-609,=,dont
0,adler13a-609,=,know
0,BU07a-187,S,yeah
0,BU07a-187,=,so
0,BU08a-11,D,do
0,BU08a-11,=,you
0,BU08a-11,D,remember
0,cmu02a-186,S,again
0,elman01a-207,S,okay
0,elman05a-227,S,palette
0,fridriksson01a-163,S,i
0,fridriksson01a-163,S,say
0,fridriksson01a-163,=,i
0,fridriksson01a-163,D,said
0,fridriksson10b-40,=,good
0,fridriksson10b-40,=,man
0,kansas06a-99,=,yeah
0,kansas10a-527,=,and
0,kansas10a-527,D,says
0,kurland03a-11,S,oh
0,kurland03a-11,S,yeah
0,kurland03a-172,=,thats
0,kurland03a-172,S,it
0,kurland12a-550,S,oh
0,kurland12a-550,S,he
0,kurland12a-550,D,says
0,kurland12a-643,S,its
0,kurland12a-643,S,not
0,kurland12a-643,D,worth
0,kurland12a-643,D,it
0,kurland17a-137,S,whats
0,kurland17a-137,D,it
0,kurland17a-137,D,called
0,kurland18a-43,=,not
0,kurland18a-43,S,that
0,kurland18a-43,D,day
0,MSU07b-129,S,yeah
0,scale07a-65,=,oh
0,scale07a-65,=,yes
0,scale07a-105,=,yes
0,scale07a-157,=,yes
0,scale07a-261,S,uh
0,scale07a-261,=,yes
0,scale07a-329,S,hey
0,scale07a-339,=,no
0,scale09a-273,=,oh
0,scale09a-273,=,yeah
0,scale12d-1,=,okay
0,scale12d-187,=,well
0,scale17a-213,S,alright
0,tap10a-85,S,then
0,tap10a-85,D,it
0,tcu03a-349,S,two
0,tcu03a-349,D,shoes
0,tucson02a-200,S,could
0,tucson02a-200,D,you
0,tucson20a-199,S,whats
0,tucson20a-199,S,it
0,tucson20a-199,S,called
0,MMA05a-145,S,they
0,MMA05a-145,D,did
0,MMA05a-145,D,that
0,MMA19a-5,=,for
0,MMA19a-5,=,me
0,UNH01a-47,=,i
0,UNH01a-47,=,dont
0,UNH01a-47,=,feel
0,UNH01a-47,S,well
0,whiteside04a-155,=,open
0,whiteside14a-19,S,lets
0,whiteside14a-19,D,see
0,whiteside19a-428,=,yes
0,williamson09a-9,=,speaking
0,williamson09b-83,S,thats
0,williamson09b-83,=,okay
0,williamson19a-69,S,yeah
0,williamson19a-69,S,yeah
0,williamson19a-130,D,oh
0,williamson19a-130,=,man
0,williamson19a-226,S,yeah
0,williamson19a-281,=,bread
0,wozniak06a-448,S,actually
0,wozniak06a-448,S,thats
0,wozniak06a-448,S,right
0,wright206a-159,S,alright
0,ACWT02a-282,S,beaver
0,adler04a-94,=,yes
0,adler13a-307,=,i
0,adler13a-307,=,know
0,adler13a-577,=,yes
0,adler13a-621,=,cathy
0,adler13a-676,=,house
0,adler13a-694,S,bench
0,adler23a-197,S,ah
0,adler23a-345,S,hes
0,adler23a-345,=,there
0,aprocsa1833a-264,S,was
0,aprocsa1833a-264,D,i
0,aprocsa1833a-264,=,uh
0,BU08a-99,D,uh
0,BU08a-99,=,no
0,elman01a-119,=,its
0,elman01a-119,=,zero
0,elman01a-373,=,so
0,elman04a-130,S,nah
0,elman04a-130,D,im
0,elman04a-130,D,fine
0,fridriksson01a-470,=,who
0,fridriksson01a-470,S,is
0,fridriksson01a-470,=,that
0,kansas10a-91,=,any
0,kansas10a-556,=,but
0,kansas10a-556,=,drinking
0,kansas10a-873,=,if
0,kansas10a-873,=,you
0,kansas10a-873,=,want
0,kurland01f-753,S,but
0,kurland01f-753,S,hes
0,kurland01f-753,S,gonna
0,kurland01f-753,D,be
0,kurland01f-753,D,dying
0,kurland02a-101,S,i
0,kurland02a-101,D,cant
0,kurland02c-9,S,i
0,kurland02c-9,S,cant
0,kurland02c-9,S,say
0,kurland02c-9,D,it
0,kurland03b-112,=,oh
0,kurland03b-112,S,my
0,kurland21a-180,S,jelly
0,kurland23b-508,S,they
0,kurland23b-508,D,found
0,kurland23b-508,D,one
0,MSU07b-43,S,you
0,MSU07b-43,S,know
0,MSU07b-259,S,oh
0,MSU07b-259,S,my
0,MSU07b-259,D,god
0,scale07a-13,=,yeah
0,scale07a-277,=,yes
0,scale23a-381,=,and
0,scale23a-381,=,milk
0,scale38a-206,S,alright
0,scale38a-248,=,okay
0,tap09a-218,=,okay
0,tap10a-304,=,thank
0,tap10a-304,=,you
0,tap14a-90,D,oh
0,tap14a-90,D,my
0,tap14a-90,=,goodness
0,tap14a-218,S,umbrella
0,tcu03a-91,=,you
0,tcu03a-91,S,know
0,tcu03a-91,S,what
0,tcu03a-91,D,im
0,tcu03a-91,D,saying
0,tucson20a-352,S,what
0,tucson20a-352,D,do
0,tucson20a-352,D,you
0,tucson20a-352,=,call
0,tucson20a-352,=,it
0,MMA05a-55,=,and
0,MMA05a-55,=,she
0,MMA05a-55,=,says
0,MMA05a-113,=,its
0,MMA05a-113,S,funny
0,MMA19a-44,S,whatd
0,MMA19a-44,=,you
0,MMA19a-44,=,say
0,UNH10a-221,S,wow
0,whiteside04a-105,S,bye
0,whiteside14a-369,=,im
0,whiteside14a-369,=,sorry
0,whiteside14a-580,S,well
0,whiteside14a-580,S,anyways
0,whiteside19a-246,S,apologize
0,williamson09a-13,S,yes
0,williamson09a-13,S,i
0,williamson09a-13,D,did
0,williamson19a-15,=,oh
0,williamson19a-15,D,eight
0,williamson19a-250,=,um
0,wozniak06a-391,=,yes
0,adler04a-23,=,no
0,adler13a-789,=,i
0,adler13a-789,=,dont
0,adler13a-789,=,know
0,BU08a-239,S,i
0,BU08a-239,D,i
0,cmu02a-45,S,head
0,cmu02a-45,D,ache
0,cmu02a-106,=,yes
0,cmu02a-395,S,room
0,elman01a-365,=,and
0,elman01a-365,=,they
0,elman01a-365,=,said
0,fridriksson01a-508,S,i
0,fridriksson01a-508,S,got
0,fridriksson01a-508,D,to
0,fridriksson01a-508,=,go
0,kansas10a-113,S,firstnamek
0,kansas10a-231,S,or
0,kansas10a-231,=,what
0,kansas10a-231,=,is
0,kansas10a-231,S,that
0,kansas10a-265,S,its
0,kansas10a-265,S,getting
0,kansas10a-265,S,worse
0,kansas20a-276,S,oh
0,kansas20a-276,D,man
0,kurland01f-320,S,oh
0,kurland01f-320,D,well
0,kurland01f-320,D,be
0,kurland01f-320,=,better
0,kurland01f-803,=,hes
0,kurland01f-803,S,coming
0,kurland01f-805,=,hes
0,kurland01f-805,=,coming
0,kurland02a-105,S,i
0,kurland02a-105,S,cant
0,kurland04b-78,S,okay
0,kurland12a-306,S,i
0,kurland12a-306,S,see
0,kurland12a-477,D,uh
0,kurland12a-477,=,very
0,kurland12a-477,S,interest
0,kurland16a-251,S,cinderella
0,kurland17a-119,S,mhm
0,kurland21a-54,=,yes
0,kurland23b-5,=,i
0,kurland23b-5,=,was
0,kurland23b-5,S,at
0,kurland23b-5,D,work
0,MSU07b-191,S,oh
0,MSU07b-191,S,my
0,MSU07b-191,D,god
0,scale07a-369,=,yes
0,scale09a-229,S,ladders
0,scale15a-187,S,yours
0,scale38a-119,=,and
0,scale38a-119,D,he
0,scale38a-119,D,says
0,tcu03a-186,=,just
0,tcu03a-186,=,happy
0,thompson07c-214,S,the
0,thompson07c-214,S,end
0,tucson07a-240,=,thats
0,tucson07a-240,=,all
0,tucson12a-45,S,right
0,tucson12a-45,D,over
0,tucson12a-45,=,here
0,tucson12a-85,S,on
0,tucson12a-85,S,this
0,tucson12a-211,=,they
0,tucson12a-211,=,took
0,tucson12a-211,=,him
0,tucson12a-287,D,and
0,tucson12a-287,=,thats
0,tucson12a-287,=,good
0,tucson20a-388,=,and
0,tucson20a-388,=,thats
0,tucson20a-388,=,all
0,UNH01a-29,=,i
0,UNH01a-29,S,got
0,UNH01a-29,D,up
0,UNH04b-49,S,oh
0,UNH04b-49,S,wow
0,williamson05a-347,=,run
0,williamson05a-347,=,back
0,williamson06a-1,=,wonderful
0,williamson19a-52,=,no
0,williamson19a-214,=,ball
0,williamson19a-256,S,i
0,williamson19a-256,=,know
0,wozniak06a-245,=,you
0,wozniak06a-245,=,had
0,wozniak06a-245,S,a
0,wozniak06a-245,S,stroke
0,wright206a-177,=,stupid
0,adler13a-103,=,i
0,adler13a-103,=,dont
0,adler13a-103,=,know
0,adler13a-192,=,i
0,adler13a-192,=,know
0,adler13a-707,S,ah
0,adler13a-707,=,no
0,adler23a-275,=,and
0,adler23a-275,S,theyre
